node, book, chapter, verse, language, lex, pred, word_order, tense, stem, type, func
299582,Micah,1,3,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
299610,Micah,1,4,Hebrew,NGR[,,ptc,ptcp,hof,verb,PreC
299674,Micah,1,7,Hebrew,ZNH[,QBY[,ptc,ptca,qal,subs,Adju
299679,Micah,1,7,Hebrew,ZNH[,CWB[,ptc,ptca,qal,subs,Cmpl
299728,Micah,1,11,Hebrew,JCB[,,ptc,ptca,qal,subs,Voct
299734,Micah,1,11,Hebrew,JCB[,JY>[,S,ptca,qal,subs,Subj
299745,Micah,1,12,Hebrew,JCB[,XJL==[,S,ptca,qal,subs,Subj
299762,Micah,1,13,Hebrew,JCB[,,ptc,ptca,qal,subs,Voct
299789,Micah,1,15,Hebrew,JRC[,BW>[,ptc,ptca,qal,subs,Objc
299792,Micah,1,15,Hebrew,JCB[,,ptc,ptca,qal,subs,Voct
299814,Micah,2,1,Hebrew,XCB[,,ptc,ptca,qal,verb,PreC
299817,Micah,2,1,Hebrew,P<L[,,ptc,ptca,qal,verb,PreC
299854,Micah,2,3,Hebrew,XCB[,,ptc,ptca,qal,verb,PreC
299904,Micah,2,5,Hebrew,CLK[,,ptc,ptca,hif,verb,PreC
299922,Micah,2,7,Hebrew,>MR[,,ptc,ptcp,qal,verb,PreC
299939,Micah,2,7,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
299944,Micah,2,8,Hebrew,>JB[,QWM[,S-ptc,ptca,qal,subs,Cmpl
299952,Micah,2,8,Hebrew,<BR[,,ptc-ptc,ptca,qal,subs,Adju
299954,Micah,2,8,Hebrew,CWB[,,ptc-ptc,ptca,qal,subs,Adju
299983,Micah,2,10,Hebrew,MRY[,,ptc,ptca,nif,adjv,Objc
299986,Micah,2,11,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
300002,Micah,2,11,Hebrew,NVP[,HJH[,ptc,ptca,hif,subs,PreC
300031,Micah,2,13,Hebrew,PRY[,<LH[,S,ptca,qal,subs,Subj
300068,Micah,3,2,Hebrew,FN>[,,ptc,ptca,qal,verb,PreC
300071,Micah,3,2,Hebrew,>HB[,,ptc,ptca,qal,verb,PreC
300073,Micah,3,2,Hebrew,GZL[,,ptc,ptca,qal,verb,PreC
300137,Micah,3,5,Hebrew,T<H[,,ptc,ptca,hif,verb,PreC
300141,Micah,3,5,Hebrew,NCK[,,ptc,ptca,qal,verb,PreC
300186,Micah,3,7,Hebrew,QSM[,XPR[,S,ptca,qal,subs,Subj
300228,Micah,3,9,Hebrew,T<B[,,ptc,ptca,piel,verb,PreC
300236,Micah,3,10,Hebrew,BNH[,,ptc,ptca,qal,verb,PreC
300300,Micah,4,1,Hebrew,KWN[,HJH[,S-ptc,ptca,nif,verb,PreC
300306,Micah,4,1,Hebrew,NF>[,,ptc-S,ptca,nif,verb,PreC
300391,Micah,4,4,Hebrew,XRD[,,ptc,ptca,hif,verb,PreC
300426,Micah,4,6,Hebrew,YL<[,>SP[,ptc,ptca,qal,subs,Objc
300429,Micah,4,6,Hebrew,NDX[,QBY[,ptc,ptca,nif,subs,Objc
300438,Micah,4,7,Hebrew,YL<[,FJM[,ptc,ptca,qal,subs,Objc
300443,Micah,4,7,Hebrew,HL>[,,ptc,ptca,nif,subs,Objc
300468,Micah,4,8,Hebrew,BW>[,,ptc-S,ptca,qal,verb,PreC
300486,Micah,4,9,Hebrew,J<Y[,>BD[,S,ptca,qal,subs,Subj
300493,Micah,4,9,Hebrew,JLD[,,S-ptc,ptca,qal,subs,Adju
300501,Micah,4,10,Hebrew,JLD[,XJL[,ptc,ptca,qal,subs,Adju
300523,Micah,4,10,Hebrew,>JB[,,S-ptc,ptca,qal,subs,Cmpl
300531,Micah,4,11,Hebrew,>MR[,,ptc,ptca,qal,verb,PreC
300598,Micah,4,14,Hebrew,CPV[,NKH[,ptc,ptca,qal,subs,Objc
300615,Micah,5,1,Hebrew,MCL[,HJH[,S,ptca,qal,subs,Subj
300629,Micah,5,2,Hebrew,JLD[,JLD[,S,ptca,qal,subs,Subj
300676,Micah,5,4,Hebrew,R<H[,QWM[,ptc,ptca,qal,adjv,Objc
300766,Micah,5,7,Hebrew,NYL[,,ptc,ptca,hif,verb,PreC
300773,Micah,5,8,Hebrew,>JB[,KRT[,S,ptca,qal,subs,Subj
300806,Micah,5,11,Hebrew,<NN[,HJH[,S,ptca,piel,subs,Subj
300851,Micah,6,1,Hebrew,>MR[,,S-ptc,ptca,qal,verb,PreC
300977,Micah,6,8,Hebrew,DRC[,,S-ptc,ptca,qal,verb,PreC
301016,Micah,6,10,Hebrew,Z<M[,,ptc,ptcp,qal,verb,PreC
301032,Micah,6,12,Hebrew,JCB[,DBR[,S,ptca,qal,subs,Subj
301106,Micah,6,16,Hebrew,JCB[,,ptc,ptca,qal,subs,Objc
301158,Micah,7,3,Hebrew,C>L[,,S-ptc,ptca,qal,verb,PreC
301161,Micah,7,3,Hebrew,CPV[,,S,ptca,qal,subs,Subj
301168,Micah,7,3,Hebrew,DBR[,,ptc-S,ptca,qal,verb,PreC
301181,Micah,7,4,Hebrew,YPH[,BW>[,ptc-S,ptca,piel,subs,Time
301196,Micah,7,5,Hebrew,CKB[,CMR[,ptc,ptca,qal,subs,Cmpl
301203,Micah,7,6,Hebrew,NBL[,,S-ptc,ptca,piel,verb,PreC
301206,Micah,7,6,Hebrew,QWM[,,S-ptc,ptca,qal,verb,PreC
301212,Micah,7,6,Hebrew,>JB[,,ptc-S,ptca,qal,subs,PreC
301229,Micah,7,8,Hebrew,>JB[,,ptc,ptca,qal,subs,Voct
301264,Micah,7,10,Hebrew,>JB[,R>H[,S,ptca,qal,subs,Subj
301269,Micah,7,10,Hebrew,>MR[,,ptc,ptca,qal,verb,PreC
301326,Micah,7,13,Hebrew,JCB[,HJH[,S-ptc,ptca,qal,subs,Adju
301336,Micah,7,14,Hebrew,CKN[,,ptc,ptca,qal,verb,PreC
301357,Micah,7,15,Hebrew,PL>[,,ptc,ptca,nif,subs,Objc
301377,Micah,7,17,Hebrew,ZXL[,LXK[,ptc,ptca,qal,subs,Adju
301392,Micah,7,18,Hebrew,NF>[,,ptc,ptca,qal,verb,PreC
301395,Micah,7,18,Hebrew,<BR[,,ptc,ptca,qal,verb,PreC
301407,Micah,7,18,Hebrew,XPY[,,ptc-S,ptca,qal,verb,PreC
301445,Nahum,1,2,Hebrew,NQM[,,ptc-S,ptca,qal,adjv,PreC
301447,Nahum,1,2,Hebrew,NQM[,,ptc-S,ptca,qal,adjv,PreC
301452,Nahum,1,2,Hebrew,NQM[,,ptc-S,ptca,qal,verb,PreC
301457,Nahum,1,2,Hebrew,NVR=[,,ptc-S-ptc,ptca,qal,verb,PreC
301460,Nahum,1,2,Hebrew,>JB[,,ptc-S-ptc,ptca,qal,subs,Cmpl
301482,Nahum,1,4,Hebrew,G<R[,,ptc,ptca,qal,verb,PreC
301518,Nahum,1,5,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
301549,Nahum,1,7,Hebrew,JD<[,,ptc,ptca,qal,verb,PreC
301550,Nahum,1,7,Hebrew,XSH[,,ptc,ptca,qal,verb,PreC
301555,Nahum,1,8,Hebrew,<BR[,<FH[,ptc,ptca,qal,adjv,Adju
301560,Nahum,1,8,Hebrew,>JB[,RDP[,ptc,ptca,qal,subs,Objc
301569,Nahum,1,9,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
301577,Nahum,1,10,Hebrew,SBK[,,ptc,ptcp,qal,adjv,PreC
301581,Nahum,1,10,Hebrew,SB>[,,ptc,ptcp,qal,adjv,PreC
301589,Nahum,1,11,Hebrew,XCB[,,ptc,ptca,qal,verb,PreC
301593,Nahum,1,11,Hebrew,J<Y[,,ptc,ptca,qal,verb,PreC
301647,Nahum,2,1,Hebrew,BFR[,,S,ptca,piel,subs,Subj
301648,Nahum,2,1,Hebrew,CM<[,,ptc,ptca,hif,verb,PreC
301666,Nahum,2,2,Hebrew,PWY[,<LH[,S,ptca,hif,subs,Subj
301689,Nahum,2,3,Hebrew,BQQ[,,S,ptca,qal,subs,Subj
301695,Nahum,2,4,Hebrew,>DM[,,S-ptc,ptcp,pual,verb,PreC
301698,Nahum,2,4,Hebrew,TL<[,,S-ptc,ptcp,pual,verb,PreC
301754,Nahum,2,8,Hebrew,NHG=[,,S-ptc,ptca,piel,verb,PreC
301758,Nahum,2,8,Hebrew,TPP[,,ptc,ptca,piel,verb,PreC
301771,Nahum,2,9,Hebrew,NWS[,,S-ptc,ptca,qal,verb,PreC
301776,Nahum,2,9,Hebrew,PNH[,,ptc,ptca,hif,verb,PreC
301796,Nahum,2,11,Hebrew,BLQ[,,ptc,ptcp,pual,subs,PreC
301831,Nahum,2,12,Hebrew,XRD[,,ptc,ptca,hif,verb,PreC
301833,Nahum,2,13,Hebrew,VRP[,,ptc,ptca,qal,verb,PreC
301838,Nahum,2,13,Hebrew,XNQ[,,ptc,ptca,piel,verb,PreC
301880,Nahum,3,1,Hebrew,ML>[,,ptc,ptca,qal,verb,PreC
301892,Nahum,3,2,Hebrew,DHR[,,ptc,ptca,qal,adjv,PreC
301895,Nahum,3,2,Hebrew,RQD[,,ptc,ptca,piel,adjv,PreC
301897,Nahum,3,3,Hebrew,<LH[,,ptc,ptca,hif,adjv,PreC
301923,Nahum,3,4,Hebrew,ZNH[,,ptc-S,ptca,qal,subs,Adju
301929,Nahum,3,4,Hebrew,MKR[,,ptc,ptca,qal,verb,PreC
301967,Nahum,3,7,Hebrew,R>H[,NDD[,S,ptca,qal,subs,Subj
301980,Nahum,3,7,Hebrew,NXM[,BQC[,ptc,ptca,piel,subs,Objc
301987,Nahum,3,8,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
302031,Nahum,3,10,Hebrew,KBD[,JDD[,ptc,ptca,nif,subs,Cmpl
302045,Nahum,3,11,Hebrew,<LM[,HJH[,ptc,ptca,nif,verb,PreC
302051,Nahum,3,11,Hebrew,>JB[,BQC[,S-ptc,ptca,qal,subs,Adju
302063,Nahum,3,12,Hebrew,>KL[,NPL[,ptc,ptca,qal,subs,Cmpl
302070,Nahum,3,13,Hebrew,>JB[,PTX[,ptc-S,ptca,qal,subs,Cmpl
302113,Nahum,3,16,Hebrew,RKL[,RBH[,ptc,ptca,qal,subs,Objc
302132,Nahum,3,17,Hebrew,XNH[,,ptc,ptca,qal,verb,PreC
302149,Nahum,3,18,Hebrew,R<H[,NWM[,S,ptca,qal,subs,Subj
302161,Nahum,3,18,Hebrew,QBY[,,ptc,ptca,piel,verb,PreC
302166,Nahum,3,19,Hebrew,XLH[,,ptc-S,ptca,nif,verb,PreC
302169,Nahum,3,19,Hebrew,CM<[,TQ<[,S,ptca,qal,subs,Subj
302231,Habakkuk,1,4,Hebrew,KTR[,,S-ptc,ptca,hif,verb,PreC
302239,Habakkuk,1,4,Hebrew,<QL[,JY>[,S-ptc,ptcp,pual,adjv,PrAd
302251,Habakkuk,1,5,Hebrew,P<L[,,ptc,ptca,qal,verb,PreC
302260,Habakkuk,1,6,Hebrew,QWM[,,ptc-ptc,ptca,hif,verb,PreC
302270,Habakkuk,1,6,Hebrew,MHR[,,ptc-ptc,ptca,nif,adjv,Objc
302272,Habakkuk,1,6,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
302283,Habakkuk,1,7,Hebrew,JR>[,,ptc-S,ptca,nif,adjv,PreC
302311,Habakkuk,1,8,Hebrew,XWC[,,ptc,ptca,qal,verb,PreC
302334,Habakkuk,1,10,Hebrew,RZN[,,S,ptca,qal,subs,Subj
302390,Habakkuk,1,13,Hebrew,BGD[,NBV[,ptc,ptca,qal,subs,Objc
302407,Habakkuk,1,14,Hebrew,MCL[,,S,ptca,qal,subs,Subj
302487,Habakkuk,2,2,Hebrew,QR>[,,ptc,ptca,qal,verb,PreC
302528,Habakkuk,2,5,Hebrew,BGD[,,S-ptc,ptca,qal,verb,PreC
302574,Habakkuk,2,6,Hebrew,RBH[,,ptc,ptca,hif,verb,PreC
302580,Habakkuk,2,6,Hebrew,KBD[,,ptc,ptca,hif,verb,PreC
302587,Habakkuk,2,7,Hebrew,NCK=[,QWM[,S,ptca,qal,subs,Subj
302590,Habakkuk,2,7,Hebrew,ZW<[,JQY[,S,ptca,piel,subs,Subj
302614,Habakkuk,2,8,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
302617,Habakkuk,2,9,Hebrew,BY<[,,ptc,ptca,qal,verb,PreC
302641,Habakkuk,2,10,Hebrew,XV>[,,ptc,ptca,qal,verb,PreC
302654,Habakkuk,2,12,Hebrew,BNH[,,ptc,ptca,qal,verb,PreC
302698,Habakkuk,2,15,Hebrew,CQH[,,ptc,ptca,hif,verb,PreC
302700,Habakkuk,2,15,Hebrew,SPX[,,ptc,ptca,piel,verb,PreC
302744,Habakkuk,2,17,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
302751,Habakkuk,2,18,Hebrew,JYR[,,S,ptca,qal,subs,Subj
302754,Habakkuk,2,18,Hebrew,JRH[,,ptc,ptca,hif,verb,PreC
302758,Habakkuk,2,18,Hebrew,JYR[,BVX[,S,ptca,qal,subs,Subj
302766,Habakkuk,2,19,Hebrew,>MR[,,ptc,ptca,qal,verb,PreC
302779,Habakkuk,2,19,Hebrew,TPF[,,S-ptc,ptcp,qal,verb,PreC
303075,Habakkuk,3,19,Hebrew,NYX[,,ptc,ptca,piel,subs,PreC
303100,Zephaniah,1,2,Hebrew,>SP[,,ptc,ptca,qal,verb,PreC
303109,Zephaniah,1,3,Hebrew,>SP[,,ptc,ptca,qal,verb,PreC
303113,Zephaniah,1,3,Hebrew,>SP[,,ptc,ptca,qal,verb,PreC
303147,Zephaniah,1,4,Hebrew,JCB[,NVH[,ptc,ptca,qal,subs,Cmpl
303170,Zephaniah,1,5,Hebrew,XWH[,,ptc,ptca,hsht,verb,PreC
303181,Zephaniah,1,5,Hebrew,XWH[,,ptc,ptca,hsht,verb,PreC
303183,Zephaniah,1,5,Hebrew,CB<[,,ptc,ptca,nif,verb,PreC
303188,Zephaniah,1,5,Hebrew,CB<[,,ptc,ptca,nif,verb,PreC
303194,Zephaniah,1,6,Hebrew,SWG[,,ptc,ptca,nif,verb,PreC
303221,Zephaniah,1,7,Hebrew,QR>[,QDC[,ptc,ptcp,qal,subs,Objc
303242,Zephaniah,1,8,Hebrew,LBC[,,ptc,ptca,qal,verb,PreC
303250,Zephaniah,1,9,Hebrew,DLG[,,ptc,ptca,qal,verb,PreC
303260,Zephaniah,1,9,Hebrew,ML>[,,ptc,ptca,piel,verb,PreC
303293,Zephaniah,1,11,Hebrew,JCB[,,ptc,ptca,qal,subs,Voct
303324,Zephaniah,1,12,Hebrew,QP>[,,ptc,ptca,qal,verb,PreC
303328,Zephaniah,1,12,Hebrew,>MR[,,ptc,ptca,qal,verb,PreC
303373,Zephaniah,1,14,Hebrew,YRX[,,ptc-S,ptca,qal,verb,PreC
303461,Zephaniah,1,18,Hebrew,BHL[,<FH[,ptc-ptc,ptca,nif,adjv,Objc
303465,Zephaniah,1,18,Hebrew,JCB[,<FH[,ptc-ptc,ptca,qal,subs,Objc
303521,Zephaniah,2,4,Hebrew,<ZB[,HJH[,S-ptc,ptcp,qal,adjv,PreC
303536,Zephaniah,2,5,Hebrew,JCB[,,ptc,ptca,qal,subs,Voct
303552,Zephaniah,2,5,Hebrew,JCB[,,ptc,ptca,qal,subs,Adju
303560,Zephaniah,2,6,Hebrew,R<H[,HJH[,S-ptc,ptca,qal,subs,PreC
303648,Zephaniah,2,11,Hebrew,JR>[,,ptc-S,ptca,nif,verb,PreC
303726,Zephaniah,2,15,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
303730,Zephaniah,2,15,Hebrew,>MR[,,ptc,ptca,qal,verb,PreC
303746,Zephaniah,2,15,Hebrew,<BR[,,ptc,ptca,qal,verb,PreC
303752,Zephaniah,3,1,Hebrew,MR>=[,,ptc,ptca,qal,verb,PreC
303754,Zephaniah,3,1,Hebrew,G>L=[,,ptc,ptca,nif,verb,PreC
303758,Zephaniah,3,1,Hebrew,JNH[,,ptc,ptca,qal,adjv,PreC
303778,Zephaniah,3,3,Hebrew,C>G[,,S-ptc,ptca,qal,adjv,PreC
303779,Zephaniah,3,3,Hebrew,CPV[,,S,ptca,qal,subs,Subj
303788,Zephaniah,3,4,Hebrew,PXZ[,,S-ptc,ptca,qal,subs,PreC
303818,Zephaniah,3,5,Hebrew,JD<[,,ptc-S,ptca,qal,verb,PreC
303829,Zephaniah,3,6,Hebrew,<BR[,XRB[,ptc,ptca,qal,subs,Adju
303837,Zephaniah,3,6,Hebrew,JCB[,YDH=[,S-ptc,ptca,qal,subs,Adju
303982,Zephaniah,3,13,Hebrew,XRD[,,S,ptca,hif,subs,Subj
304000,Zephaniah,3,15,Hebrew,>JB[,PNH[,S,ptca,qal,subs,Subj
304041,Zephaniah,3,18,Hebrew,JGH[,,ptc,ptca,nif,verb,PreC
304051,Zephaniah,3,19,Hebrew,<FH[,,ptc-ptc,ptca,qal,verb,PreC
304054,Zephaniah,3,19,Hebrew,<NH=[,,ptc-ptc,ptca,piel,subs,Objc
304064,Zephaniah,3,19,Hebrew,YL<[,JC<[,ptc,ptca,qal,subs,Objc
304067,Zephaniah,3,19,Hebrew,NDX[,QBY[,ptc,ptca,nif,subs,Objc
304196,Haggai,1,4,Hebrew,SPN[,JCB[,ptc,ptcp,qal,adjv,Cmpl
304236,Haggai,1,6,Hebrew,FKR[,,S-ptc-ptc,ptca,hit,subs,Subj
304237,Haggai,1,6,Hebrew,FKR[,,S-ptc-ptc,ptca,hit,verb,PreC
304240,Haggai,1,6,Hebrew,NQB[,,S-ptc-ptc,ptcp,qal,adjv,Cmpl
304292,Haggai,1,9,Hebrew,RWY[,,S-ptc,ptca,qal,verb,PreC
304508,Haggai,2,3,Hebrew,C>R[,,S-ptc,ptca,nif,subs,PreC
304523,Haggai,2,3,Hebrew,R>H[,,S-ptc,ptca,qal,verb,PreC
304576,Haggai,2,5,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
304592,Haggai,2,6,Hebrew,R<C[,,S-ptc,ptca,hif,verb,PreC
304934,Haggai,2,21,Hebrew,R<C[,,S-ptc,ptca,hif,verb,PreC
304956,Haggai,2,22,Hebrew,RKB[,HPK[,ptc,ptca,qal,subs,Objc
304961,Haggai,2,22,Hebrew,RKB[,JRD[,S,ptca,qal,subs,Subj
305154,Zechariah,1,8,Hebrew,RKB[,,ptc,ptca,qal,verb,PreC
305160,Zechariah,1,8,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
305186,Zechariah,1,9,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
305198,Zechariah,1,10,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
305219,Zechariah,1,11,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
305234,Zechariah,1,11,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
305236,Zechariah,1,11,Hebrew,CQV[,,ptc,ptca,qal,verb,PreC
305268,Zechariah,1,13,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
305280,Zechariah,1,14,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
305301,Zechariah,1,15,Hebrew,QYP[,,S-ptc,ptca,qal,verb,PreC
305376,Zechariah,2,2,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
305403,Zechariah,2,4,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
305436,Zechariah,2,4,Hebrew,NF>[,,ptc,ptca,qal,verb,PreC
305460,Zechariah,2,6,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
305482,Zechariah,2,7,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
305484,Zechariah,2,7,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
305488,Zechariah,2,7,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
305550,Zechariah,2,11,Hebrew,JCB[,,ptc,ptca,qal,subs,Voct
305565,Zechariah,2,12,Hebrew,CLL[,,ptc,ptca,qal,verb,PreC
305569,Zechariah,2,12,Hebrew,NG<[,,ptc,ptca,qal,verb,PreC
305571,Zechariah,2,12,Hebrew,NG<[,,ptc,ptca,qal,verb,PreC
305577,Zechariah,2,13,Hebrew,NWP[,,ptc,ptca,hif,verb,PreC
305599,Zechariah,2,14,Hebrew,BW>[,,ptc,ptca,qal,verb,PreC
305667,Zechariah,3,1,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
305675,Zechariah,3,1,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
305696,Zechariah,3,2,Hebrew,BXR[,,ptc,ptca,qal,verb,PreC
305703,Zechariah,3,2,Hebrew,NYL[,,ptc,ptcp,hof,verb,PreC
305713,Zechariah,3,3,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
305724,Zechariah,3,4,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
305769,Zechariah,3,5,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
305808,Zechariah,3,7,Hebrew,<MD[,NTN[,ptc,ptca,qal,subs,Adju
305822,Zechariah,3,8,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
305831,Zechariah,3,8,Hebrew,BW>[,,ptc,ptca,hif,verb,PreC
305850,Zechariah,3,9,Hebrew,PTX=[,,ptc,ptca,piel,verb,PreC
305890,Zechariah,4,1,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
305905,Zechariah,4,2,Hebrew,R>H[,,S-ptc,ptca,qal,verb,PreC
305953,Zechariah,4,4,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
305965,Zechariah,4,5,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
306076,Zechariah,4,10,Hebrew,CWV[,,ptc,ptca,piel,verb,PreC
306118,Zechariah,4,12,Hebrew,RJQ[,,ptc,ptca,hif,verb,PreC
306145,Zechariah,4,14,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
306161,Zechariah,5,1,Hebrew,<WP[,,ptc,ptca,qal,adjv,PreC
306167,Zechariah,5,2,Hebrew,R>H[,,S-ptc,ptca,qal,verb,PreC
306171,Zechariah,5,2,Hebrew,R>H[,,S-ptc-ptc,ptca,qal,verb,PreC
306173,Zechariah,5,2,Hebrew,<WP[,,S-ptc-ptc,ptca,qal,adjv,Objc
306192,Zechariah,5,3,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
306201,Zechariah,5,3,Hebrew,GNB[,,ptc,ptca,qal,verb,PreC
306209,Zechariah,5,3,Hebrew,CB<[,,ptc,ptca,nif,verb,PreC
306228,Zechariah,5,4,Hebrew,CB<[,,ptc,ptca,nif,verb,PreC
306252,Zechariah,5,5,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
306264,Zechariah,5,5,Hebrew,JY>[,,S,ptca,qal,subs,Subj
306277,Zechariah,5,6,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
306290,Zechariah,5,7,Hebrew,NF>[,,S-ptc,ptca,nif,verb,PreC
306295,Zechariah,5,7,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
306329,Zechariah,5,9,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
306360,Zechariah,5,10,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
306364,Zechariah,5,10,Hebrew,HLK[,,S-ptc,ptca,hif,verb,PreC
306396,Zechariah,6,1,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
306447,Zechariah,6,4,Hebrew,DBR[,,ptc,ptca,qal,verb,PreC
306464,Zechariah,6,5,Hebrew,JY>[,,S-ptc,ptca,qal,verb,PreC
306478,Zechariah,6,6,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
306531,Zechariah,6,8,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
306813,Zechariah,7,6,Hebrew,>KL[,,ptc,ptca,qal,verb,PreC
306817,Zechariah,7,6,Hebrew,CTH[,,ptc,ptca,qal,verb,PreC
306835,Zechariah,7,7,Hebrew,JCB[,HJH[,S-ptc,ptca,qal,adjv,PreC
306847,Zechariah,7,7,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
306897,Zechariah,7,11,Hebrew,SRR[,NTN[,ptc,ptca,qal,adjv,Objc
306967,Zechariah,7,14,Hebrew,<BR[,CMM[,S-ptc-ptc,ptca,qal,subs,Adju
306970,Zechariah,7,14,Hebrew,CWB[,CMM[,S-ptc-ptc,ptca,qal,subs,Adju
307050,Zechariah,8,5,Hebrew,FXQ[,,ptc,ptca,piel,verb,PreC
307083,Zechariah,8,7,Hebrew,JC<[,,ptc,ptca,hif,verb,PreC
307126,Zechariah,8,9,Hebrew,CM<[,,ptc,ptca,qal,verb,PreC
307172,Zechariah,8,10,Hebrew,JY>[,,ptc-ptc-S,ptca,qal,subs,PreC
307176,Zechariah,8,10,Hebrew,BW>[,,ptc-ptc-S,ptca,qal,subs,PreC
307397,Zechariah,8,20,Hebrew,JCB[,BW>[,S,ptca,qal,subs,Subj
307402,Zechariah,8,21,Hebrew,JCB[,HLK[,S,ptca,qal,subs,Subj
307601,Zechariah,9,8,Hebrew,<BR[,XNH[,ptc-ptc,ptca,qal,subs,Adju
307604,Zechariah,9,8,Hebrew,CWB[,XNH[,ptc-ptc,ptca,qal,subs,Adju
307610,Zechariah,9,8,Hebrew,NGF[,<BR[,S,ptca,qal,subs,Subj
307629,Zechariah,9,9,Hebrew,JC<[,,ptc-S,ptca,nif,adjv,PreC
307633,Zechariah,9,9,Hebrew,RKB[,,ptc,ptca,qal,verb,PreC
307693,Zechariah,9,12,Hebrew,NGD[,,ptc,ptca,hif,verb,PreC
307776,Zechariah,9,16,Hebrew,NSS[,,ptc,ptca,hit,verb,PreC
307799,Zechariah,10,1,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
307819,Zechariah,10,2,Hebrew,QSM[,XZH[,S,ptca,qal,subs,Subj
307837,Zechariah,10,2,Hebrew,R<H[,,S,ptca,qal,subs,Subj
307840,Zechariah,10,3,Hebrew,R<H[,XRH[,ptc-S,ptca,qal,subs,Cmpl
307876,Zechariah,10,4,Hebrew,NGF[,JY>[,S,ptca,qal,adjv,Subj
307882,Zechariah,10,5,Hebrew,BWS[,,ptc,ptca,qal,verb,PreC
307896,Zechariah,10,5,Hebrew,RKB[,JBC[,ptc,ptca,qal,subs,Objc
308051,Zechariah,11,3,Hebrew,R<H[,,ptc,ptca,qal,subs,PreC
308073,Zechariah,11,5,Hebrew,QNH[,HRG[,S,ptca,qal,subs,Subj
308079,Zechariah,11,5,Hebrew,MKR[,>MR[,S,ptca,qal,subs,Subj
308081,Zechariah,11,5,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
308086,Zechariah,11,5,Hebrew,R<H[,XML[,S,ptca,qal,subs,Subj
308095,Zechariah,11,6,Hebrew,JCB[,XML[,ptc,ptca,qal,subs,Cmpl
308103,Zechariah,11,6,Hebrew,MY>[,,S-ptc,ptca,hif,verb,PreC
308159,Zechariah,11,8,Hebrew,R<H[,KXD[,ptc,ptca,qal,subs,Objc
308170,Zechariah,11,8,Hebrew,BXL[,,S-ptc,ptca,qal,verb,PreC
308178,Zechariah,11,9,Hebrew,MWT[,,ptc,ptca,qal,verb,PreC
308182,Zechariah,11,9,Hebrew,KXD[,,ptc,ptca,nif,verb,PreC
308186,Zechariah,11,9,Hebrew,C>R[,,ptc,ptca,nif,verb,PreC
308225,Zechariah,11,11,Hebrew,CMR[,,ptc,ptca,qal,verb,PreC
308305,Zechariah,11,15,Hebrew,R<H[,LQX[,ptc,ptca,qal,subs,Objc
308310,Zechariah,11,16,Hebrew,QWM[,,S-ptc-ptc,ptca,hif,verb,PreC
