node, book, chapter, verse, language, lex, pred, word_order, tense, stem, type, func
90595,Numbers,32,38,Hebrew,SBB[,,ptc,ptcp,hof,adjv,PreC
90727,Numbers,33,3,Hebrew,RWM[,JY>[,S-ptc,ptca,qal,adjv,Adju
90734,Numbers,33,4,Hebrew,QBR[,,S-ptc,ptca,piel,verb,PreC
91143,Numbers,33,40,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
91270,Numbers,33,51,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
91281,Numbers,33,52,Hebrew,JCB[,JRC[,ptc,ptca,qal,subs,Objc
91359,Numbers,33,55,Hebrew,JCB[,JRC[,ptc,ptca,qal,subs,Objc
91386,Numbers,33,55,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
91414,Numbers,34,2,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
91957,Numbers,35,6,Hebrew,RYX[,NWS[,S,ptca,qal,subs,Subj
92029,Numbers,35,10,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
92046,Numbers,35,11,Hebrew,RYX[,NWS[,S,ptca,qal,subs,Subj
92047,Numbers,35,11,Hebrew,NKH[,,ptc,ptca,hif,subs,PreC
92059,Numbers,35,12,Hebrew,G>L[,HJH[,S-ptc,ptca,qal,subs,PreC
92064,Numbers,35,12,Hebrew,RYX[,MWT[,S,ptca,qal,subs,Subj
92131,Numbers,35,15,Hebrew,NKH[,,ptc,ptca,hif,verb,PreC
92143,Numbers,35,16,Hebrew,RYX[,,ptc-S,ptca,qal,subs,PreC
92148,Numbers,35,16,Hebrew,RYX[,MWT[,S,ptca,qal,subs,Subj
92160,Numbers,35,17,Hebrew,RYX[,,ptc-S,ptca,qal,subs,PreC
92165,Numbers,35,17,Hebrew,RYX[,MWT[,S,ptca,qal,subs,Subj
92177,Numbers,35,18,Hebrew,RYX[,,ptc-S,ptca,qal,subs,PreC
92182,Numbers,35,18,Hebrew,RYX[,MWT[,S,ptca,qal,subs,Subj
92183,Numbers,35,19,Hebrew,G>L[,,ptc,ptca,qal,subs,Frnt
92190,Numbers,35,19,Hebrew,RYX[,MWT[,S-ptc,ptca,qal,subs,Objc
92219,Numbers,35,21,Hebrew,NKH[,MWT[,S,ptca,hif,subs,Subj
92220,Numbers,35,21,Hebrew,RYX[,,ptc-S,ptca,qal,subs,PreC
92222,Numbers,35,21,Hebrew,G>L[,MWT[,S-ptc,ptca,qal,subs,Subj
92228,Numbers,35,21,Hebrew,RYX[,MWT[,S-ptc,ptca,qal,subs,Objc
92266,Numbers,35,23,Hebrew,>JB[,,S-ptc,ptca,qal,subs,PreC
92270,Numbers,35,23,Hebrew,BQC[,,ptc,ptca,piel,verb,PreC
92278,Numbers,35,24,Hebrew,NKH[,CPV[,S-ptc-ptc,ptca,hif,subs,Cmpl
92281,Numbers,35,24,Hebrew,G>L[,CPV[,S-ptc-ptc,ptca,qal,subs,Cmpl
92295,Numbers,35,25,Hebrew,RYX[,NYL[,S-ptc-ptc,ptca,qal,subs,Objc
92298,Numbers,35,25,Hebrew,G>L[,NYL[,S-ptc-ptc,ptca,qal,subs,Cmpl
92333,Numbers,35,26,Hebrew,RYX[,JY>[,S,ptca,qal,subs,Subj
92344,Numbers,35,27,Hebrew,G>L[,MY>[,S,ptca,qal,subs,Subj
92355,Numbers,35,27,Hebrew,G>L[,RYX[,S-ptc,ptca,qal,subs,Subj
92360,Numbers,35,27,Hebrew,RYX[,RYX[,S-ptc,ptca,qal,subs,Objc
92384,Numbers,35,28,Hebrew,RYX[,CWB[,S,ptca,qal,subs,Subj
92401,Numbers,35,30,Hebrew,NKH[,,ptc,ptca,hif,subs,Frnt
92409,Numbers,35,30,Hebrew,RYX[,RYX[,ptc,ptca,qal,subs,Objc
92425,Numbers,35,31,Hebrew,RYX[,LQX[,ptc,ptca,qal,subs,Cmpl
92487,Numbers,35,33,Hebrew,CPK[,,ptc,ptca,qal,subs,Adju
92496,Numbers,35,34,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
92500,Numbers,35,34,Hebrew,CKN[,,S-ptc,ptca,qal,verb,PreC
92506,Numbers,35,34,Hebrew,CKN[,,S-ptc,ptca,qal,verb,PreC
92645,Numbers,36,5,Hebrew,DBR[,,S-ptc,ptca,qal,verb,PreC
92696,Numbers,36,8,Hebrew,JRC[,,ptc,ptca,qal,verb,PreC
92875,Deuteronomy,1,4,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
92885,Deuteronomy,1,4,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
93059,Deuteronomy,1,13,Hebrew,BJN[,JHB[,ptc-ptc,ptca,nif,adjv,Objc
93061,Deuteronomy,1,13,Hebrew,JD<[,JHB[,ptc-ptc,ptcp,qal,adjv,Objc
93088,Deuteronomy,1,15,Hebrew,JD<[,LQX[,ptc,ptcp,qal,adjv,Objc
93106,Deuteronomy,1,15,Hebrew,CVR[,,ptc,ptca,qal,subs,Objc
93112,Deuteronomy,1,16,Hebrew,CPV[,YWH[,ptc,ptca,qal,subs,Objc
93196,Deuteronomy,1,19,Hebrew,JR>[,HLK[,ptc,ptca,nif,adjv,Objc
93226,Deuteronomy,1,20,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
93338,Deuteronomy,1,25,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
93376,Deuteronomy,1,28,Hebrew,<LH[,,S-ptc,ptca,qal,verb,PreC
93386,Deuteronomy,1,28,Hebrew,RWM[,,ptc,ptca,qal,adjv,PreC
93413,Deuteronomy,1,30,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
93464,Deuteronomy,1,32,Hebrew,>MN[,,ptc,ptca,hif,verb,PreC
93469,Deuteronomy,1,33,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
93575,Deuteronomy,1,38,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
93675,Deuteronomy,1,42,Hebrew,>JB[,NGP[,ptc,ptca,qal,subs,Cmpl
93698,Deuteronomy,1,44,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
93795,Deuteronomy,2,4,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
93802,Deuteronomy,2,4,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
93886,Deuteronomy,2,8,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
93944,Deuteronomy,2,10,Hebrew,RWM[,JCB[,S-ptc,ptca,qal,adjv,Adju
94074,Deuteronomy,2,18,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
94129,Deuteronomy,2,21,Hebrew,RWM[,,ptc,ptca,qal,adjv,Adju
94150,Deuteronomy,2,22,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
94174,Deuteronomy,2,23,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
94181,Deuteronomy,2,23,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
94296,Deuteronomy,2,29,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
94303,Deuteronomy,2,29,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
94318,Deuteronomy,2,29,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
94539,Deuteronomy,3,2,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
94903,Deuteronomy,3,18,Hebrew,XLY[,<BR[,ptc,ptcp,qal,adjv,PrAd
94947,Deuteronomy,3,20,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
94974,Deuteronomy,3,21,Hebrew,R>H[,,ptc,ptca,qal,verb,PreC
94996,Deuteronomy,3,21,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
95005,Deuteronomy,3,22,Hebrew,LXM[,,ptc,ptca,nif,verb,PreC
95170,Deuteronomy,4,1,Hebrew,LMD[,,S-ptc,ptca,piel,verb,PreC
95187,Deuteronomy,4,1,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
95196,Deuteronomy,4,2,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
95210,Deuteronomy,4,2,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
95214,Deuteronomy,4,3,Hebrew,R>H[,,ptc,ptca,qal,verb,PreC
95265,Deuteronomy,4,5,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
95296,Deuteronomy,4,6,Hebrew,BJN[,,ptc-S,ptca,nif,adjv,PreC
95337,Deuteronomy,4,8,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
95423,Deuteronomy,4,11,Hebrew,B<R[,,S-ptc,ptca,qal,verb,PreC
95446,Deuteronomy,4,12,Hebrew,CM<[,,S-ptc,ptca,qal,verb,PreC
95450,Deuteronomy,4,12,Hebrew,R>H[,,ptc,ptca,qal,verb,PreC
95495,Deuteronomy,4,14,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
95551,Deuteronomy,4,18,Hebrew,RMF[,,ptc,ptca,qal,verb,PreC
95660,Deuteronomy,4,21,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
95665,Deuteronomy,4,22,Hebrew,MWT[,,S-ptc,ptca,qal,verb,PreC
95672,Deuteronomy,4,22,Hebrew,<BR[,,ptc,ptca,qal,verb,PreC
95678,Deuteronomy,4,22,Hebrew,<BR[,,S-ptc,ptca,qal,subs,PreC
95713,Deuteronomy,4,24,Hebrew,>KL[,,ptc-S,ptca,qal,adjv,PreC
95766,Deuteronomy,4,26,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
95932,Deuteronomy,4,33,Hebrew,DBR[,,ptc,ptca,piel,verb,PreC
95973,Deuteronomy,4,34,Hebrew,NVH[,LQX[,ptc,ptcp,qal,adjv,Adju
96105,Deuteronomy,4,40,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
96125,Deuteronomy,4,40,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
96144,Deuteronomy,4,42,Hebrew,RYX[,NWS[,S,ptca,qal,subs,Subj
96155,Deuteronomy,4,42,Hebrew,FN>[,,S-ptc,ptca,qal,verb,PreC
96247,Deuteronomy,4,46,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
96332,Deuteronomy,5,1,Hebrew,DBR[,,S-ptc,ptca,qal,verb,PreC
96384,Deuteronomy,5,5,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
96473,Deuteronomy,5,9,Hebrew,PQD[,,ptc-ptc,ptca,qal,verb,PreC
96485,Deuteronomy,5,9,Hebrew,FN>[,,ptc-ptc,ptca,qal,subs,Cmpl
96487,Deuteronomy,5,10,Hebrew,<FH[,,ptc-ptc-ptc,ptca,qal,verb,PreC
96492,Deuteronomy,5,10,Hebrew,>HB[,,ptc-ptc-ptc,ptca,qal,subs,Cmpl
96495,Deuteronomy,5,10,Hebrew,CMR[,,ptc-ptc-ptc,ptca,qal,subs,Cmpl
96596,Deuteronomy,5,15,Hebrew,NVH[,,S-ptc,ptcp,qal,adjv,Adju
96632,Deuteronomy,5,16,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
96722,Deuteronomy,5,23,Hebrew,B<R[,,S-ptc,ptca,qal,verb,PreC
96779,Deuteronomy,5,25,Hebrew,JSP[,,ptc-S,ptca,qal,verb,PreC
96799,Deuteronomy,5,26,Hebrew,DBR[,,ptc,ptca,piel,verb,PreC
96921,Deuteronomy,5,31,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
96986,Deuteronomy,6,1,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
97004,Deuteronomy,6,2,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
97040,Deuteronomy,6,3,Hebrew,ZWB[,JVB[,ptc,ptca,qal,adjv,Loca
97074,Deuteronomy,6,6,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
97154,Deuteronomy,6,11,Hebrew,ML>[,,ptc,ptca,qal,verb,PreC
97162,Deuteronomy,6,11,Hebrew,XYB[,,S-ptc,ptcp,qal,adjv,Cmpl
97286,Deuteronomy,6,19,Hebrew,>JB[,HDP[,ptc,ptca,qal,subs,Objc
97427,Deuteronomy,7,1,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
97622,Deuteronomy,7,9,Hebrew,>MN[,,S-ptc,ptca,nif,adjv,PreC
97623,Deuteronomy,7,9,Hebrew,CMR[,,ptc-ptc-ptc,ptca,qal,verb,PreC
97630,Deuteronomy,7,9,Hebrew,>HB[,,ptc-ptc-ptc,ptca,qal,subs,Cmpl
97633,Deuteronomy,7,9,Hebrew,CMR[,,ptc-ptc-ptc,ptca,qal,subs,Cmpl
97639,Deuteronomy,7,10,Hebrew,CLM[,,ptc-ptc,ptca,piel,verb,PreC
97641,Deuteronomy,7,10,Hebrew,FN>[,,ptc-ptc,ptca,qal,subs,Cmpl
97649,Deuteronomy,7,10,Hebrew,FN>[,>XR[,ptc,ptca,qal,subs,Cmpl
97669,Deuteronomy,7,11,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
97737,Deuteronomy,7,14,Hebrew,BRK[,HJH[,ptc,ptcp,qal,adjv,PreC
97773,Deuteronomy,7,15,Hebrew,FN>[,,ptc,ptca,qal,subs,Cmpl
97783,Deuteronomy,7,16,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
97850,Deuteronomy,7,19,Hebrew,NVH[,,ptc,ptcp,qal,adjv,Objc
97880,Deuteronomy,7,20,Hebrew,C>R[,>BD[,S,ptca,nif,subs,Subj
97883,Deuteronomy,7,20,Hebrew,STR[,>BD[,S,ptca,nif,subs,Subj
97898,Deuteronomy,7,21,Hebrew,JR>[,,ptc,ptca,nif,adjv,PreC
98001,Deuteronomy,8,1,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
98116,Deuteronomy,8,5,Hebrew,JSR[,,S-ptc,ptca,piel,verb,PtcO
98134,Deuteronomy,8,7,Hebrew,BW>[,,S-ptc,ptca,hif,verb,PtcO
98144,Deuteronomy,8,7,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
98222,Deuteronomy,8,11,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
98260,Deuteronomy,8,14,Hebrew,JY>[,,ptc,ptca,hif,verb,PtcO
98268,Deuteronomy,8,15,Hebrew,HLK[,,ptc-ptc,ptca,hif,verb,PtcO
98276,Deuteronomy,8,15,Hebrew,JR>[,,ptc-ptc,ptca,nif,adjv,Cmpl
98287,Deuteronomy,8,15,Hebrew,JY>[,,ptc,ptca,hif,verb,PreC
98295,Deuteronomy,8,16,Hebrew,>KL[,,ptc,ptca,hif,verb,PtcO
98336,Deuteronomy,8,18,Hebrew,NTN[,,ptc,ptca,qal,verb,PreC
98385,Deuteronomy,8,20,Hebrew,>BD[,,S-ptc,ptca,hif,verb,PreC
98400,Deuteronomy,9,1,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
98425,Deuteronomy,9,2,Hebrew,RWM[,JRC[,ptc,ptca,qal,adjv,Objc
98449,Deuteronomy,9,3,Hebrew,<BR[,,ptc,ptca,qal,verb,PreC
98453,Deuteronomy,9,3,Hebrew,>KL[,,S-ptc,ptca,qal,adjv,PreC
98504,Deuteronomy,9,4,Hebrew,JRC[,,S-ptc,ptca,hif,verb,PtcO
98515,Deuteronomy,9,5,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
98529,Deuteronomy,9,5,Hebrew,JRC[,,S-ptc,ptca,hif,verb,PtcO
98558,Deuteronomy,9,6,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
98602,Deuteronomy,9,7,Hebrew,MRH[,HJH[,ptc,ptca,hif,verb,PreC
98661,Deuteronomy,9,10,Hebrew,KTB[,,ptc,ptcp,qal,verb,PreC
98781,Deuteronomy,9,15,Hebrew,B<R[,,S-ptc,ptca,qal,verb,PreC
98941,Deuteronomy,9,21,Hebrew,JRD[,,ptc,ptca,qal,verb,PreC
98954,Deuteronomy,9,22,Hebrew,QYP[,HJH[,ptc,ptca,hif,verb,PreC
98991,Deuteronomy,9,24,Hebrew,MRH[,HJH[,ptc,ptca,hif,verb,PreC
99114,Deuteronomy,9,29,Hebrew,NVH[,JY>[,ptc,ptcp,qal,adjv,Adju
99390,Deuteronomy,10,12,Hebrew,C>L[,,S-ptc,ptca,qal,verb,PreC
99432,Deuteronomy,10,13,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
99506,Deuteronomy,10,17,Hebrew,JR>[,,S-ptc,ptca,nif,subs,PreC
99515,Deuteronomy,10,18,Hebrew,<FH[,,ptc,ptca,qal,verb,PreC
99521,Deuteronomy,10,18,Hebrew,>HB[,,ptc,ptca,qal,verb,PreC
99567,Deuteronomy,10,21,Hebrew,JR>[,<FH[,ptc,ptca,nif,subs,Objc
99635,Deuteronomy,11,2,Hebrew,NVH[,R>H[,ptc,ptcp,qal,adjv,Objc
99740,Deuteronomy,11,7,Hebrew,R>H[,,ptc,ptca,qal,verb,PreC
99757,Deuteronomy,11,8,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
99771,Deuteronomy,11,8,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
99794,Deuteronomy,11,9,Hebrew,ZWB[,>RK[,ptc,ptca,qal,adjv,Loca
99803,Deuteronomy,11,10,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
99833,Deuteronomy,11,11,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
99851,Deuteronomy,11,12,Hebrew,DRC[,,S-ptc,ptca,qal,verb,PreC
99875,Deuteronomy,11,13,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
99967,Deuteronomy,11,17,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
100060,Deuteronomy,11,22,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
100151,Deuteronomy,11,26,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
100170,Deuteronomy,11,27,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
100191,Deuteronomy,11,28,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
100214,Deuteronomy,11,29,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
100250,Deuteronomy,11,30,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
100262,Deuteronomy,11,31,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
100276,Deuteronomy,11,31,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
100298,Deuteronomy,11,32,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
100346,Deuteronomy,12,2,Hebrew,JRC[,,S-ptc,ptca,qal,verb,PreC
100354,Deuteronomy,12,2,Hebrew,RWM[,<BD[,S-ptc,ptca,qal,adjv,Loca
100468,Deuteronomy,12,8,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
100493,Deuteronomy,12,9,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
100508,Deuteronomy,12,10,Hebrew,NXL[,,S-ptc,ptca,hif,verb,PreC
100515,Deuteronomy,12,10,Hebrew,>JB[,NWX[,ptc,ptca,qal,subs,Cmpl
100540,Deuteronomy,12,11,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
100615,Deuteronomy,12,14,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
100916,Deuteronomy,12,28,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
100946,Deuteronomy,12,29,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
101023,Deuteronomy,13,1,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
101042,Deuteronomy,13,2,Hebrew,XLM[,QWM[,S,ptca,qal,subs,Subj
101081,Deuteronomy,13,4,Hebrew,XLM[,CM<[,ptc,ptca,qal,subs,Cmpl
101087,Deuteronomy,13,4,Hebrew,NSH[,,ptc-S,ptca,piel,verb,PreC
101095,Deuteronomy,13,4,Hebrew,>HB[,,ptc,ptca,qal,verb,PreC
101133,Deuteronomy,13,6,Hebrew,XLM[,MWT[,S,ptca,qal,subs,Subj
101146,Deuteronomy,13,6,Hebrew,JY>[,,ptc,ptca,hif,verb,PreC
101153,Deuteronomy,13,6,Hebrew,PDH[,,ptc,ptca,qal,verb,PtcO
101284,Deuteronomy,13,11,Hebrew,JY>[,,ptc,ptca,hif,verb,PtcO
101319,Deuteronomy,13,13,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
101335,Deuteronomy,13,14,Hebrew,JCB[,NDX[,ptc,ptca,qal,subs,Objc
101357,Deuteronomy,13,15,Hebrew,KWN[,,ptc-S,ptca,nif,adjv,PreC
101370,Deuteronomy,13,16,Hebrew,JCB[,NKH[,ptc,ptca,qal,subs,Objc
101463,Deuteronomy,13,19,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
101488,Deuteronomy,14,1,Hebrew,MWT[,FJM[,ptc,ptca,qal,subs,Adju
101546,Deuteronomy,14,6,Hebrew,PRS[,,ptc,ptca,hif,adjv,PreC
101549,Deuteronomy,14,6,Hebrew,CS<[,,ptc,ptca,qal,adjv,PreC
101553,Deuteronomy,14,6,Hebrew,<LH[,,ptc,ptca,hif,adjv,PreC
101566,Deuteronomy,14,7,Hebrew,<LH[,>KL[,ptc-ptc-ptc,ptca,hif,subs,Adju
101571,Deuteronomy,14,7,Hebrew,PRS[,>KL[,ptc-ptc-ptc,ptca,hif,subs,Adju
101575,Deuteronomy,14,7,Hebrew,CS<[,>KL[,ptc-ptc-ptc,ptcp,qal,adjv,Adju
101588,Deuteronomy,14,7,Hebrew,<LH[,,ptc-S,ptca,hif,adjv,PreC
101603,Deuteronomy,14,8,Hebrew,PRS[,,ptc-S,ptca,hif,adjv,PreC
101791,Deuteronomy,14,22,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
102051,Deuteronomy,15,4,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
102076,Deuteronomy,15,5,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
102119,Deuteronomy,15,7,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
102224,Deuteronomy,15,11,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
102304,Deuteronomy,15,15,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
102578,Deuteronomy,16,5,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
102857,Deuteronomy,16,18,Hebrew,CPV[,NTN[,ptc-ptc,ptca,qal,subs,Objc
102859,Deuteronomy,16,18,Hebrew,CVR[,NTN[,ptc-ptc,ptca,qal,subs,Objc
102868,Deuteronomy,16,18,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
102912,Deuteronomy,16,20,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
102966,Deuteronomy,17,2,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
103020,Deuteronomy,17,4,Hebrew,KWN[,,ptc-S,ptca,nif,adjv,PreC
103077,Deuteronomy,17,6,Hebrew,MWT[,MWT[,S,ptca,qal,subs,Subj
103154,Deuteronomy,17,9,Hebrew,CPV[,BW>[,ptc,ptca,qal,subs,Cmpl
103235,Deuteronomy,17,12,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
103245,Deuteronomy,17,12,Hebrew,CPV[,CM<[,ptc,ptca,qal,subs,Cmpl
103277,Deuteronomy,17,14,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
103499,Deuteronomy,18,3,Hebrew,ZBX[,HJH[,S-ptc,ptca,qal,subs,Cmpl
103564,Deuteronomy,18,6,Hebrew,GWR[,,S-ptc,ptca,qal,verb,PreC
103590,Deuteronomy,18,7,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
103607,Deuteronomy,18,9,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
103614,Deuteronomy,18,9,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
103629,Deuteronomy,18,10,Hebrew,<BR[,,ptc,ptca,hif,verb,PreC
103636,Deuteronomy,18,10,Hebrew,QSM[,,ptc,ptca,qal,verb,PreC
103638,Deuteronomy,18,10,Hebrew,<NN[,,S,ptca,piel,subs,Subj
103640,Deuteronomy,18,10,Hebrew,NXC[,,S,ptca,piel,subs,Subj
103642,Deuteronomy,18,10,Hebrew,KCP[,,S,ptca,piel,subs,Subj
103644,Deuteronomy,18,11,Hebrew,XBR[,,ptc,ptca,qal,verb,PreC
103647,Deuteronomy,18,11,Hebrew,C>L[,,ptc,ptca,qal,verb,PreC
103652,Deuteronomy,18,11,Hebrew,DRC[,,ptc-ptc,ptca,qal,verb,PreC
103655,Deuteronomy,18,11,Hebrew,MWT[,,ptc-ptc,ptca,qal,subs,Cmpl
103660,Deuteronomy,18,12,Hebrew,<FH[,,ptc,ptca,qal,verb,PreC
103671,Deuteronomy,18,12,Hebrew,JRC[,,S-ptc,ptca,hif,verb,PreC
103687,Deuteronomy,18,14,Hebrew,JRC[,,S-ptc,ptca,qal,verb,PreC
103690,Deuteronomy,18,14,Hebrew,<NN[,CM<[,S-ptc-ptc,ptca,piel,subs,Cmpl
103693,Deuteronomy,18,14,Hebrew,QSM[,CM<[,S-ptc-ptc,ptca,qal,subs,Cmpl
103879,Deuteronomy,19,1,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
103902,Deuteronomy,19,2,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
103925,Deuteronomy,19,3,Hebrew,RYX[,NWS[,S,ptca,qal,subs,Subj
103930,Deuteronomy,19,4,Hebrew,RYX[,,S-ptc,ptca,qal,subs,PreC
103946,Deuteronomy,19,4,Hebrew,FN>[,,S-ptc,ptca,qal,verb,PreC
103997,Deuteronomy,19,6,Hebrew,G>L[,RDP[,S-ptc,ptca,qal,subs,Subj
104002,Deuteronomy,19,6,Hebrew,RYX[,RDP[,S-ptc,ptca,qal,subs,Cmpl
104022,Deuteronomy,19,6,Hebrew,FN>[,,ptc-S,ptca,qal,verb,PreC
104031,Deuteronomy,19,7,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
104075,Deuteronomy,19,9,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
104113,Deuteronomy,19,10,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
104124,Deuteronomy,19,11,Hebrew,FN>[,,ptc,ptca,qal,verb,PreC
104160,Deuteronomy,19,12,Hebrew,G>L[,NTN[,ptc,ptca,qal,subs,Cmpl
104196,Deuteronomy,19,14,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
104257,Deuteronomy,19,17,Hebrew,CPV[,<MD[,S-ptc,ptca,qal,subs,Cmpl
104268,Deuteronomy,19,18,Hebrew,CPV[,DRC[,S,ptca,qal,subs,Subj
104298,Deuteronomy,19,20,Hebrew,C>R[,CM<[,S,ptca,nif,subs,Subj
104342,Deuteronomy,20,1,Hebrew,>JB[,JY>[,ptc,ptca,qal,subs,Cmpl
104359,Deuteronomy,20,1,Hebrew,<LH[,,ptc,ptca,hif,verb,PtcO
104392,Deuteronomy,20,3,Hebrew,>JB[,,S-ptc,ptca,qal,subs,Cmpl
104410,Deuteronomy,20,4,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
104416,Deuteronomy,20,4,Hebrew,>JB[,LXM[,ptc,ptca,qal,subs,Cmpl
104423,Deuteronomy,20,5,Hebrew,CVR[,DBR[,S,ptca,qal,subs,Subj
104504,Deuteronomy,20,8,Hebrew,CVR[,JSP[,S,ptca,qal,subs,Subj
104539,Deuteronomy,20,9,Hebrew,CVR[,KLH[,S,ptca,qal,subs,Subj
104579,Deuteronomy,20,11,Hebrew,MY>[,,ptc,ptca,nif,verb,PreC
